Product Description,Price(Dollar),Number of  reviews,category
"Belkin Quick Charge 10W Wireless Charger - Qi-Certified Charger Stand for iPhone, Samsung Galaxy - Charge While Listening to Music, Streaming Videos, & Video Calling - Includes AC Adapter - Black",12,"5,406",amazon_audio_video
"Amazon Basics 20W One-Port USB-C Wall Charger with Power Delivery PD for Tablets & Phones (iPhone 14/13/12/11/X, iPad, Samsung)-White (non-PPS)",47,319,amazon_audio_video
"Scosche MRK2PK-UB MagicMount Phone Replacement Plate Kit - for Magnetic Car Phone Mount Holder with Extra Strength Hold, Universal with All Devices, Black, Pack of 2",79,"26,219",amazon_audio_video
"Midland - LXT500VP3, 22 Channel FRS Walkie Talkies with Channel Scan - Extended Range Two Way Radios, Silent Operation, Batteries Included (Pair Pack) (Black)",13,"4,502",amazon_audio_video
"Klein Tools AEPJS3 Bluetooth Jobsite Speaker With Magnet and Hook, 20-Hr Run Time, Charge Devices Via USB A or C Ports, Daisy Chain for Pairing, Hands Free Capable, IP54 Dust and Water Resistant",19,320,amazon_audio_video
Original Samsung Adaptive Fast Charging Wall Adapter for Galaxy Galaxy S8 S9 Plus Note 8 (2 PACK),,840,amazon_audio_video
Bitty Boomers Disney: Stitch - Mini Bluetooth Speaker,,"1,000",amazon_audio_video
Astatic 302-10309 Stars N' Stripes Noise Canceling 4-Pin CB Microphone,61,"1,271",amazon_audio_video
"Pyle Wireless Portable Bluetooth Boombox Speaker - 500W 2.0CH Rechargeable Boom Box Speaker Portable Barrel Loud Stereo System with AUX Input/USB/SD/Fm Radio, 3"" Subwoofer, Voice Control - PBMWP185",249,"1,739",amazon_audio_video
"Zoom Q2n-4K Handy Video Recorder, 4K/30P Ultra High Definition Video, Compact Size, Stereo Microphones, Wide Angle Lens, for Recording Music, Video, YouTube Videos, Livestreaming",579,918,amazon_audio_video
Marshall Woburn III Bluetooth Wireless Speaker,11,29,amazon_audio_video
"Belkin 20 Watt USB C Wall Charger - USB Type C Charger Fast Charging for Apple iPhone 14, 14 Pro, 14 Pro Max, 13, 13 Pro, 13 Pro Max, Galaxy S21 Ultra, iPad, AirPods & More - USBC Charger (1-Pack)",34,"1,068",amazon_audio_video
"PopSockets Phone Wallet, Phone Card Holder, Wireless Charging Compatible, Wallet for MagSafe - Black",30,4,amazon_audio_video
"Olympus VN-541PC digital voice recorder with one-touch recording, noise-cancellation function, 4GB memory, four scenes recording, includes a micro-USB cable.",42,906,amazon_audio_video
"Jensen FM Stereo CD555 Bluetooth Boombox, Silver, 7.00 x 9.75 x 6.00 inches",33,"2,411",amazon_audio_video
"Walker's AM/FM Radio Muff with Digital Display, Black",9,"1,023",amazon_audio_video
"Eton American Red Cross Crank-Powered Clipray Clip-On Flashlight & Smartphone Charger, Solar Powered, Hand Crank, Cherry Red, Commitment to Preparedness",18,"3,458",amazon_audio_video
Nite Ize STF-01-R7 Original Steelie FreeMount Bracket - Additional FreeMount for Steelie Magnetic Phone Mounting Systems Black,15,"2,378",amazon_audio_video
"Bitty Boomers Star Wars: Book of Boba Fett - Boba Fett Mini Bluetooth Speaker, Olive Green, 2.3 inches",179,"1,428",amazon_audio_video
"BOSCH GPB18V-5CN 18V Jobsite Radio with Bluetooth® 5.0 and Power Station , Black",79,173,amazon_audio_video
JENSEN® Portable Stereo Bluetooth CD Music System with Cassette and Digital AM/FM Radio,26,427,amazon_audio_video
"Vivitar 1.5"" Digital Video Recorder (Style and Color May Vary)",29,52,amazon_audio_video
"Anker Roav SmartCharge F2 Bluetooth FM Transmitter, Wireless Audio Adapter and Receiver, Car Charger with Bluetooth, Car Locator, App Support, 2 USB Ports, PowerIQ",12,"6,116",amazon_audio_video
"iHome 2 Port USB Wall Charger: AC Pro Multiport USB Charger, USB Plug Adapter & Phone Charging Block, Double USB Wall Plug, Flat 2 Port USB Charger & USB Wall Adapter",116,"5,168",amazon_audio_video
"mophie 3-in-1 Wireless Charging Stand for Apple iPhone, AirPods/AirPods Pro & Watch, 15W Super-Fast Charging, Stylish Gloss Finish, Portrait or Landscape Smartphone Charging Mode, Black Fabric",79,"3,373",amazon_audio_video
"Altec Lansing IMW578L LifeJacket 3, Up to 30 Hours of Battery Life, IP67 Everything Rating: Waterproof, Dirtproof, Snowproof and it Floats! | Royal Blue (IMW578L-RYB)",129,546,amazon_audio_video
"Roku Wireless Bass | Slim Subwoofer Streambar, Streambar Pro Wireless Speakers",29,96,amazon_audio_video
Scosche Compatible with CarPlay or Android Auto Passthrough PowerVolt 27W Dash Port USB Type-C Car Charger with Power Delivery 3.0 CPPDRLK-SP,24,81,amazon_audio_video
Motorola 53724 Remote Speaker Microphone (Black),50,"1,621",amazon_audio_video
"SanDisk 32GB Clip Sport Go MP3 Player, Black - LED Screen and FM Radio - SDMX30-032G-G46K",49,656,amazon_audio_video
OtterBox Wireless Charger Vent Mount for MagSafe - BLACK,,230,amazon_audio_video
"Eton - American Red Cross FRX3+ Emergency NOAA Weather Radio, Red, Digital Display, Hand Turbine, Solar Power, Red LED Flashing Beacon, 7 NOAA/Environment Canada Weather Bands, Phone Charger",52,"3,252",amazon_audio_video
"HALO Bolt Wall Plug AC Charge Adapter for HALO Bolt 57720, Bolt 58830, Bolt ACDC Wireless, Bolt Air Portable, Black",16,"3,510",amazon_audio_video
"Motorola T107 Talkabout Radio, 2 Pack",29,"1,902",amazon_audio_video
"Belkin 24W Dual Port USB Wall Charger - iPhone Fast Charging - USB Charging Block for Power Bank, iPhone 14, iPhone13, iPhone 12, iPhone 11, iPad Pro, Samsung & More, iPhone Cable Not Included",24,412,amazon_audio_video
"Theater Solutions B43GR Fully Wireless 120 Watt Rechargeable Battery Bluetooth Rock Speaker Pair Slate Grey Link Up to 99 Speakers Wirelessly, Slate Gray",149,653,amazon_audio_video
"Belkin 37 Watt Dual USB Car Charger - Power Delivery 25W USB C Port & 12W USB A Port for PPS Charging Apple iPhone 14, 14 Pro, 14 Pro Max, iPhone 13, Samsung Galaxy, AirPods & More",24,834,amazon_audio_video
"GPX Portable Cassette Player, 3.54 x 1.57 x 4.72 Inches, Requires 2 AA Batteries - Not Included, Red/Black (CAS337B) Black/Red",17,"1,665",amazon_audio_video
"Pyle Wireless Bluetooth Stereo Shelf System - 800w CD & DVD Player for Home Audio, Theater, HD, Mic & AUX Input, MP3, USB, FM Radio, Bass Reflex Speaker, w/Remote Control, Music Sync LED - PHSKR14",257,219,amazon_audio_video
"Belkin Magnetic Wireless Charger Stand - MagSafe Charger Compatible - Magnetic iPhone Charger - Wireless Charger - Works w/ Apple iPhone 14, iPhone 13 & iPhone 12 - Power Supply Not Included - Black",24,610,amazon_audio_video
"Belkin Car Vent Mount - Car Air Vent Mount For Phone - Phone Car Mount - Phone Stand - Phone Grip - Car Phone Holder Mount For iPhones, Samsungs, LGs & Most Smartphones",24,"4,727",amazon_audio_video
"Trianium Magnetic Dash Car Mount Phone Holder Desk Stand Compatible with iPhone, Samsung, Huawei, Nokia, LG, Moto Smartphone, Stick-on Dashboard 3M-Adhesive Bendable Base and Metal Plate Included",8,"1,578",amazon_audio_video
"Nilight Dual USB Charger 4.2A Rocker Switch Style USB Charger 12V/24V Fast Charge Socket Waterproof Quick Charger for Cars Boats Trucks RVs,2 Years Warranty",14,403,amazon_audio_video
"Belkin 65W Dual USB-C Wall Charger, Fast Charging Power Delivery 3.0 with GaN Technology for iPhone 14, 13, Pro, Pro Max, Mini, iPad Pro 12.9, MacBook, Galaxy S23, S23+, Ultra, Tablet, More - White",32,265,amazon_audio_video
"Nite Ize Steelie Orbiter Plus Dash Kit, Compatable With MagSafe Car Mount for iPhone 12, 13, Pro Max, Mini",44,"19,560",amazon_audio_video
Marshall Kilburn II Bluetooth Portable Speaker - Black & Brass,299,"2,966",amazon_audio_video
"Scosche MPDB MagicMount Pro Magnetic Car Phone Holder Mount - 360 Degree Adjustable Head, Universal with All Devices - Dashboard Mount",19,"6,213",amazon_audio_video
"Uniden SX507-2CKHS Up to 50 Mile Range Two-Way Radio Walkie Talkies W/Dual Charging Cradle, Waterproof, Floats, 22 Channels, 142 Privacy Codes, NOAA Weather Scan + Alert, Includes 2 Headsets",107,851,amazon_audio_video
"Monster Nomad | Portable Indoor/Outdoor Bluetooth and NFC Speaker, 30 Watts of Powerful Premium Sound, 30 Hours of Playtime, IPX4 Water Resistant, USB Port and Microphone/Guitar Input (Black)",111,"1,318",amazon_audio_video
"Air Audio The Worlds First Pull-Apart Wireless Bluetooth Speaker Portable Surround Sound and Multi-Room Use, Black",234,514,amazon_audio_video
"PopSockets: Car Mount Compatible with MagSafe, Magnetic Phone Holder for Car, Phone Mount for Car  Black",19,242,amazon_audio_video
"SYLVANIA SKCR2713 Under Counter CD Player with Clock Radio and Bluetooth, Silver",42,"4,973",amazon_audio_video
"Cobra 19 MINI Recreational CB Radio - 40 Channels, Travel Essentials, Time Out Timer, VOX, Auto Squelch, Auto Power, Instant Channel 9/19, 4-Watt Output, Easy to Operate, Black",79,233,amazon_audio_video
Midland  MXT400 - 40 Watt GMRS MicroMobile Two Way Microphone Radio - Off Roading Outdoor Boat Ranches Tractors Radio - 8 Repeater Channels NOAA Weather Alerts- Compatible GMRS Walkie Talkies,274,417,amazon_audio_video
"SAMSUNG 9W Wireless Charger Duo w/ USB C Cable, Charge 2 Devices at Once, Cordless Super Fast Charging Pad for Galaxy Phones and Devices, 2021, US Version, Black",39,"5,090",amazon_audio_video
"Astatic (302-10001SE) 636LSE 4-Pin Noise Canceling CB Microphone,XLR",36,"1,680",amazon_audio_video
"Belkin 37 Watt USB C Wall Charger - Power Delivery 25W USB C Port + 12W USB A Port for PPS Charging Apple iPhone 14, 14 Pro, 14 Pro Max, 13 Pro, 13 Pro Max, Galaxy S21 Ultra & More",22,"1,129",amazon_audio_video
JBL Xtreme 2 Portable Waterproof Wireless Bluetooth Speaker - Blue (Renewed),349,941,amazon_audio_video
"Marshall Stanmore II Wireless Bluetooth Speaker, White - NEW",169,844,amazon_audio_video
"Uniden BearTracker Scanner (BCT15X) with 9,000 Channels, TrunkTracker III Technology, Base/Mobile Design, Close Call RF Capture Technology with Location-Based Scanning, - Black Color",19,"1,291",amazon_audio_video
"SAMSUNG 25W Wall Charger USB C Adapter, Super Fast Charging Block for Galaxy Phones and Devices, Cable Not Included, 2021, US Version, White",7,830,amazon_audio_video
"ORIbox Car Phone Mount, Dashboard Car Phone Holder, Washable Strong Sticky Gel Pad Fit for All Cell Phones",123,"2,733",amazon_audio_video
"LG XBOOM Go Portable Bluetooth Speaker PL7 - LED Lighting and up to 24-Hour Battery, Black",14,"2,467",amazon_audio_video
"Scosche MAGCD2 MagicMount Magnetic CD Phone Holder for Car - 360 Degree Adjustable Head, Universal with All Devices - CD Player Phone Mount",31,"7,640",amazon_audio_video
"Midland AVPH10 Handheld/Wearable Speaker Microphone with Push-to-Talk for GMRS Radios, Black",99,579,amazon_audio_video
"JBL Wind 3 S - Slim Handlebar Bluetooth Speaker, Black",7,221,amazon_audio_video
"Sangean HDR-16 HD Radio/FM-Stereo/AM Portable Radio, Black",206,"1,108",amazon_audio_video
"Bitty Boomers Star Wars Darth Vader with Removable Helmet Bluetooth Speaker, Multicolor",19,640,amazon_audio_video
"PROSCAN Portable Blu-Ray, DVD, CD, USB, SD Multi Media Player High Resolution HD (13.3-Inch)",89,176,amazon_audio_video
ARKON Adhesive Car or Truck Phone Holder Mount for iPhone 12 11 Pro Max XS XR Galaxy Note 20 10 9 Retail Black (SM428),19,749,amazon_audio_video
"mophie 3-in-1 Magsafe Wireless Charging Stand for Apple iPhone, AirPods/AirPods Pro & Watch, 15W Super-Fast Charging, Stylish Gloss Finish - White (MagSafe charger not included)",74,475,amazon_audio_video
DEWALT 2-Port USB Wall Charger  NeverBlock Worksite Charger  Dual 5V 2.1A Power AC Adapter  Fast Charging Block Cube for iPhone 14 and Android,144,342,amazon_audio_video
iOttie Velox Pro MagSafe Compatible Dash & Windshield Car Mount with Wireless Charging & CyroFlow Cooling System. Compatible with MagSafe iPhones Including iPhone 12/13/14 (Car Charger Included),79,"1,103",amazon_audio_video
"Margaritaville On The Rock Outdoor Bluetooth Wireless Speaker | Durable Bluetooth Speakers, Fantastic Yard or Patio Decor, IPX-4 Waterproof Rated, Granite Grey (Two Pack)",149,570,amazon_audio_video
Sling AIRTVMINI AirTV Mini,39,272,amazon_audio_video
Igloo KoolTunes Boombox Cooler,229,55,amazon_audio_video
"Belkin Magnetic Car Vent Mount - MagSafe Compatible Car Mount - iPhone Car Accessories - Air Vent Mount For iPhone 14, iPhone 13 & iPhone 12 - Car Magnetic Phone Mount",5,"1,406",amazon_audio_video
MOTOROLA SOLUTIONS RMU2040 On-Site 4 Channel UHF Rugged Two-Way Business Radio (Black),,307,amazon_audio_video
Hosa YRA-154 3.5 mm TRS to Dual RCAF Stereo Breakout Cable,,"1,424",amazon_audio_video
"Uniden CMX760 Bearcat Off Road Series Compact Mobile CB Radio, 40-Channel Operation, Ultra-Compact for Easy Mounting, Large 7-Color Backlit LCD Display on Mic with Built-in Speaker Mic, Black",141,729,amazon_audio_video
"Belkin Wireless Charger (PSU Not Included), Made For MagSafe, 15W Fast Charging Pad with Kick Stand and 6.6ft Long Braided Cable, Compatible with iPhone 14 and 13, Pro, Max, Mini - Black",29,241,amazon_audio_video
Motorola PMMN4062A Remote Speaker Microphone with Impres Audio (Black),128,166,amazon_audio_video
"Portable Wall Mounted CD Player with Bluetooth, Homlab Mountable CD Music Player Built-in HiFi Speakers, Home Audio Boombox with Remote Control, FM Radio, LCD Display, Headphone Jack AUX USB TF Input",44,106,amazon_audio_video
"Samsung Type-C to Type-C 1.8m Cable (5A), Black",20,113,amazon_audio_video
TYT TH-9800 Quad Band 50W Cross-Band Mobile Car Ham Radio Black,249,644,amazon_audio_video
"Belkin Quick Charge Wireless Charging Pad - 15W Qi-Certified Charger Pad for iPhone, Samsung Galaxy, Apple Airpods Pro & More - Charge While Listening to Music, Streaming Videos, & Video Calls - Black",39,"1,323",amazon_audio_video
"Amazon Basics 30W USB Car Charger, 1 USB-C (18W) Cable with Power Delivery and USB-A (12W) Port - Black",11,"5,249",amazon_audio_video
"Altec Lansing LifeJacket 2 - Waterproof Bluetooth Speaker, Floating Portable Speaker for Travel & Outdoor Use, Deep Bass & Loud Sound, 30 Hour Playtime",56,"2,371",amazon_audio_video
Sangean H205 AM/FM Weather Alert Waterproof Shower Radio White 6.14x 4.01x 9.72,80,"4,502",amazon_audio_video
"Sangean MMR-99 AM/FM-RBDS/Bluetooth/AUX/Weather/Multi-Powered Digital Tuning Emergency Radio, Forest Green",110,7,amazon_audio_video
RoadKing RK56B Black 4-Pin Dynamic Noise Canceling CB Microphone,44,"1,030",amazon_audio_video
"Sylvania SRCD243 Portable CD Player with AM/FM Radio, Boombox (Blue)",27,"7,436",amazon_audio_video
"Kenu Airbase Pro Car Phone Mount for Dashboard and Windshield - Desk Phone Stand - 360 Degree Rotation - Grips Expand to 3.6 Inches - Elegant Design - Fits Latest iPhones, Samsung, and Android Phones",27,750,amazon_audio_video
"Victrola Nostalgic Wood Countertop Jukebox with Built-in Bluetooth Speaker, 50's Retro Vibe, 5 Bright Color-Changing LED Tubes, FM Radio, Wireless Music Streaming, AM/FM Radio, Aux Input",80,"1,452",amazon_audio_video
OtterBox 3-in-1 Wireless Charging Station 2.0 for MagSafe - White,79,15,amazon_audio_video
Eton American Red Cross FRX2 Hand Turbine AM/FM/NOAA Weather Radio with USB Smartphone Charger and LED Flashlight,24,817,amazon_audio_video
"Sangean WR-15WL AM/FM Table Top Wooden Radio, Walnut",91,765,amazon_audio_video
"Adaptive Fast Charger Compatible Samsung Galaxy S9 S9 Plus S8 S8+ S10 S10e Note 8 Note 9, Wall Charger Adapter Block with USB Type C Cable Kit",9,"10,182",amazon_audio_video
"Baofeng BF-S112 Two Way Radio Speaker,Black, Auxiliary",7,"8,251",amazon_audio_video
Meta Portal Go - Portable Smart Video Calling 10 Touch Screen with Battery,29,"17,755",amazon_audio_video
"Cobra HG M75 Premium Power Replacement CB Microphone (Black)  4-Pin Connector, 9 Foot HighFlex Cord, Heavy Duty ABS Shell, Wire Mesh Grille, Push To Talk, 2 Transistor Amp (9V Battery, Not Incl), Auxiliary",11,835,amazon_audio_video
iOttie Dashboard Mounting Base | Universal Dashboard and Windshield Mounting Base for Easy One Touch Series and Auto Sense Mounts | Dashboard Pad Not Included,16,"4,029",amazon_audio_video
"Scosche SUH12V-XCES0 Select Power Socket Mount with Phone Mount for Car, Flexible Neck, and USB Charging Port, 360 Rotation, Black",,"1,111",amazon_audio_video
Astatic PDC1 100 Watt SWR Meter,21,"1,626",amazon_audio_video
Samsung OEM Adapter with USB Sync Charging Cable - Non-Retail Packaging - White,10,"8,294",amazon_audio_video
Polaroid P2 Music Player (Black) - Powerful Portable Wireless Bluetooth Speaker Rechargeable with Dual Stereo Pairing,60,67,amazon_audio_video
"RoadKing RKCBCLASSIC 40 Channel Classic CB Radio with Large Digital Display and Illuminated SWR/RF Meter, Grey",102,131,amazon_audio_video
"Bang & Olufsen Beosound A5 - Portable Bluetooth Speaker with Wi-Fi Connection, Carry-Strap, Dark Oak","1,199",7,amazon_audio_video
SAMSUNG 25W USB-C Super Fast Charging Wall Charger - White (US Version with Warranty),24,882,amazon_audio_video
"Margaritaville Tiki Torch - Waterproof Bluetooth Speaker, Portable Party Speaker with Flickering LED Lights, Perfect for Travel, Parties, Yards, and Pools",39,"4,146",amazon_audio_video
"Poly - Sync 20 USB-A Personal Smart Speakerphone (Plantronics) - Connect to Cell Phone via Bluetooth and PC/Mac via USB-A Cable - Works with Teams (Certified), Zoom & More",119,478,amazon_audio_video
"Altec Lansing HydraMotion Wireless Bluetooth Speaker with 360 Degree Sound, Portable IP67 Waterproof for Outdoors, Shockproof, Snowproof, Everything Proof, 12 Hour Playtime (Black)",209,569,amazon_audio_video
"Marshall Uxbridge Home Voice Speaker with Amazon Alexa Built-In, Black",149,358,amazon_audio_video
Sangean HDR-18 HD Radio/FM-Stereo/AM Wooden Cabinet Table Top Radio silver,19,589,amazon_audio_video
"mophie 7.5W Wireless Charge Pad, 5W - 10W Output Range, Optimized for Apple Fast Charge, Qi-Compatible Charger for iPhone X, iPhone 8, iPhone 8 Plus, and AirPods/AirPods Pro (Black)",7,"10,759",amazon_audio_video
"Monoprice 1/4-Inch TRS Male to Male Cable - 6 Feet - Black, 16AWG, Gold Plated - Premier Series",54,"1,294",amazon_audio_video
